 Ensembl 	HGNC	N1H1_Pool_1	N1H1_Pool_2	N1H1_Pool_3	P1A8_Pool_1	P1A8_Pool_2	P1A8_Pool_3
SARS1	SARS	4677	4070	4098	3852	3812	4420
RANBP3	RANBP3	1280	1103	1165	1648	1568	1839
ARID4A	ARID4A	1340	1019	937	1060	1181	1401
EIPR1	TSSC1	571	516	483	701	660	767
PNPLA6	PNPLA6	1688.27	1537.51	1683.92	1784.71	1928.5	2221.19
IFT88	IFT88	491	480	481	686	632	803
ALG1	ALG1	621.15	570.87	560.06	664.93	613.61	752.76
ZCCHC8	ZCCHC8	1129	1047	1054	1122	1153	1293
ABCF2	ABCF2	1568	1085	1479	1737	1757	2074
CHPF2	CHPF2	1603	1235	1718	1556	1622	1717
LRRC7	LRRC7	19	16	12	45	48	48
FUT8	FUT8	1495	1313	1866	1832	2009	2362
UBA6	UBA6	3855	3319	3472	3000	3173	4126
GAB2	GAB2	1409	1163	1247	1713	1839	1849
ATP6V0A1	ATP6V0A1	1744	1636	1773	1918	2077	2272
PIAS1	PIAS1	1038	919	837	884	904	997
SLC4A7	SLC4A7	1688	1315	1703	1276	1550	1900
APBA2	APBA2	439	540	291	1	0	0
MAP2K3	MAP2K3	526	463	497	611	637	671
EFCAB1	EFCAB1	0	0	0	0	0	0
TMSB10	TMSB10	61336	59661	51681	34416	32335	37502
ASTE1	ASTE1	268.13	201.2	267.42	310.34	332.81	352.49
RNF19A	RNF19A	2458.97	1903	1908	2521.81	2584.89	3057
PEX3	PEX3	968	756	730	961	981	1188
GABARAPL2	GABARAPL2	3005	2450	2574.01	3611	3256	4283
MYOC	MYOC	0	0	0	0	0	0
SH3YL1	SH3YL1	450	479	413	437	493	575.68
FAM136A	FAM136A	1771	1607.8	1852	2009	1916	2452
VCL	VCL	9076	8166	9033	8085	8841	10167.47
DEPDC1B	DEPDC1B	921	778	818	898	939	1087
DAPK2	DAPK2	87	121	82	37	65	58
NSMAF	NSMAF	888	672	805	860	875	1061
ADSS2	ADSS	1929	1369	1874	2492	2385	3152
STAP1	STAP1	0	0	0	0	1	4
TIMP2	TIMP2	15675.01	13576	13780	17495	18403	20746.97
RFC1	RFC1	5365	4733	4686	4146	4398.88	5227
TBC1D23	TBC1D23	1752	1461	1487	1553	1647	1865
CUL3	CUL3	2263	1806	2121	3271	3061	3815
MYOM2	MYOM2	55	62	50	94	95	105
OTC	OTC	0	0	0	0	0	0
CYP46A1	CYP46A1	20	9	23	2	4	3
ZZZ3	ZZZ3	3844	3525	3222	2874	2866	3580
SLC18A1	SLC18A1	0	0	0	0	0	0
USP2	USP2	73	59	75	661	573	735
CASR	CASR	1	0	0	0	0	0
TUBG2	TUBG2	545	558	512.24	528	483	486.2
RPL26L1	RPL26L1	740	587	604	836	719	958
FLT4	FLT4	11	17	13	18	12	11
NSUN2	NSUN2	1763	1393	1739	1926	1777	2090
FBXO42	FBXO42	1883	1902	1915	1395	1461	1736
MFAP3	MFAP3	3099	2564	2653	2963.16	3056	3741
MRI1	MRI1	967.51	1058	1030	705	705.74	703.53
METTL1	METTL1	213.66	225.03	271.17	295.18	248.89	310.22
HOXC8	HOXC8	68	48	77	52	71	82
AGA	AGA	1338	1086	1202	1860	1807	2215
PI4K2B	PI4K2B	2027	1468	1650	2914	2869	3639
BOD1L1	BOD1L	2892	2591	2454	2054	2498	3245
MAT2B	MAT2B	4056	3345	3572	4697	4675	5685
TLL1	TLL1	48	62	48	176	229	267
EDC4	EDC4	3678.47	3566.94	3328.22	3321.62	3329.33	3391.39
TRIO	TRIO	5814	5333	6222	2417	2970	3292
VCAN	VCAN	11941.37	10220	11400	16309	20006	28095.1
CLEC16A	CLEC16A	1309	1138	1513	1168	1341	1677
MSR1	MSR1	376	362	273	457	536	610
CDH1	CDH1	20	18	17	276	304	365
MTREX	SKIV2L2	3183.65	3057.17	2930.54	2929.06	3009.55	3566.66
DNAH5	DNAH5	12	8	12	16	30	18
ZFYVE16	ZFYVE16	4506	3843	4034	3654	4072	4959
RIPOR1	FAM65A	3683	3409	3318	2587	2814	2871
C6	C6	0	0	0	0	1	0
RAI14	RAI14	4688	4031	4589	6797	7347	8790
SOX30	SOX30	6	8	3	3	4	3
PNKP	PNKP	683	699	670	736	739	824
BEST2	BEST2	4	1	2	5	2	2
PHLPP2	PHLPP2	1722.66	1067.32	1344	2621.46	2993.9	3475.14
SPDL1	CCDC99	2421	1985	2194	3975	4035	4561
STAU2	STAU2	2858.39	2354.96	2926	2613.56	2778.9	3109
SLC66A1	PQLC2	408	347	399	365	368	421
CTNS	CTNS	631	558	662	711	740	853
RTN4R	RTN4R	179	161	135	157	103	175
PHF23	PHF23	1185	831	1064	1308	1292	1364
CDH10	CDH10	1	3	3	111	97	138
INPP4A	INPP4A	902	776	958	1525	1602	1809
RAB27B	RAB27B	587	364	437	429	430	562
PSMA4	PSMA4	3670	3037	3288	5046	4629	5912
MYO16	MYO16	2	2	1	1	0	0
LSG1	LSG1	1146	926	1072	1268	1198	1485
PARP3	PARP3	524	531	541	626	613	756
TNC	TNC	10061	9777	9373	17144	19840	25873
THAP3	THAP3	315.75	272.76	288.26	316.29	308.74	367.12
RIPOR3	FAM65C	407	415	429	12	8	8
TDP1	TDP1	1044	987	1095	1254	1361	1520
AIFM2	AIFM2	137	116	130	438	483	508
C2orf83	C2orf83	0	0	0	0	0	0
SPATA7	SPATA7	214	186	148	216.02	220	240.2
MED17	MED17	1052	829.93	907	1149	1178	1357
RETSAT	RETSAT	1049	824.97	899	1548	1618.98	1749
CAPG	CAPG	5014	3979	4068	5878	6119	6858
AP2S1	AP2S1	2383	2145	2156	2394	2133	2536
USH2A	USH2A	4	1	1	7	1	0
ZPBP	ZPBP	0	0	0	0	0	0
TG	TG	19	25	28	64	83	75
ADAM28	ADAM28	22	24	17	20	27	19
BARX2	BARX2	0	0	1	0	0	0
DCUN1D1	DCUN1D1	1954	1303	1602	2256	2176	2594
JADE2	PHF15	1060	840	968	1656	1765	2039
ZIC2	ZIC2	16	27	8	8	10	11
LCP2	LCP2	0	0	0	0	0	0
TRIT1	TRIT1	926	884	960	715	610	777
ADRB1	ADRB1	0	0	0	2	4	4
GUCA2B	GUCA2B	0	0	0	0	0	0
CUL7	CUL7	1404.99	1551.93	1362.97	1401	1635.98	1647
CTNNA1	CTNNA1	19857	16842	17596	14067	14692	17226
PHKA2	PHKA2	636	797	710	541	590.65	564
CNTLN	CNTLN	2283	1958	2201	1267	1218	1423
EPHA3	EPHA3	155	193	119	2087	2181	2660
HSPA5	HSPA5	27685.08	24985	18646	27165	26185	35000
DSG2	DSG2	7177	5888.99	5321	3702	4012	4569
GEMIN8	GEMIN8	398	386	356	457	373	498
OFD1	OFD1	932	1074	963	823	828	944
GPM6B	GPM6B	20	25	22	17	22	24
MAGEC2	MAGEC2	0	0	0	0	0	0
PREX2	PREX2	6	9	10	55	62	64
WDR37	WDR37	707	606	549	547	668	709
YTHDC2	YTHDC2	1704	1531	1792	1864	1904	2375
CTPS2	CTPS2	681	613	706	835	829	1025
ATP6V1H	ATP6V1H	1968	1692	1782	1501	1498	1752
POLR2B	POLR2B	4593.88	3969.47	4261.47	4831.06	5062.45	5847.71
FAM214A	FAM214A	1429	1236	1295	1279	1476	1772
ARAP2	ARAP2	1160	920	1170	859	948	1140
TPR	TPR	7716.99	7347.96	6591	6097	6864.99	8465
CP	CP	96.39	111.7	91.56	4583.24	5177.98	5788.81
KATNIP	KIAA0556	478	428	509	476	558	610
DTNBP1	DTNBP1	276	224	269	369	390	452
XK	XK	0	2	0	4	6	2
ANO2	ANO2	0	1	0	1	1	1
C12orf4	C12orf4	1050	923	935	1310	1319	1499
SCML1	SCML1	1488	1248	1235	898	926	891
WWC3	WWC3	1314	1123	1441	1508	1643	1939
ARHGAP6	ARHGAP6	159	141	148	12	14	9
FAM184B	FAM184B	0	0	0	1.23	0	0
MAP4	MAP4	8344	7459.56	8070	6330	6789	7920
GOPC	GOPC	2687	2346	2425	2502	2571	3102
ROS1	ROS1	0	0	0	0	0	0
USP28	USP28	2569	2406	2319	1776	1972	2194
HDAC9	HDAC9	923	839	636	1332	1546	1984
TSPAN17	TSPAN17	884	660	916	1448	1519	1840
NOP16	NOP16	316.85	285.92	283.72	337.6	280.91	391.97
CC2D2A	CC2D2A	411	414	350	662	704	918
RRM2B	RRM2B	3067	2342	2689	3458	3856	4578
ZNF800	ZNF800	685	503	590	557	635	713
TNFRSF17	TNFRSF17	1	0	0	0	1	1
SNX29	SNX29	701	560	855	607	729	895
LMO3	LMO3	17	4	5	35	59	94
MRPS10	MRPS10	1637	1212	1502	2512	2319	2664
GUCA1A	GUCA1A	1	0	1	0	0	0
RSF1	RSF1	4013.55	3603	3124.3	2792.29	3452.24	4103.43
VPS13D	VPS13D	1472	1278	1652	1364	1891	2617
CELF2	CELF2	60	61	36	1190	1478	1501
FAM120A	FAM120A	5443.39	4589.45	5379.69	6210.69	6871.58	8127.65
R3HDM1	R3HDM1	1498	1219	1577	1196	1289	1456
COL9A2	COL9A2	220	237	213	149	127	151
ERCC8	ERCC8	367.85	332.39	329.61	361.23	387.35	436.72
ADAMTS6	ADAMTS6	79	80	75	75	80	93
H6PD	H6PD	3600	3064	3087	2653	2991.4	3222
VAMP3	VAMP3	4385	3777	3892	3096	3153	3714
PER3	PER3	2214.91	1897	2105	1324.11	1354.97	1578.86
UTS2	UTS2	0	0	0	1.87	1	1
TNFRSF9	TNFRSF9	313	305	279	52	46	69
EPN3	EPN3	6	6	4	11	7	15
LTBP1	LTBP1	124	154	135	570	595	756
RCN1	RCN1	5419	4654	5528	5505	5640	6991
ELN	ELN	2	4	3	0	1	0
RFC2	RFC2	2380	2230	2177	2283	2173	2695
ARID1B	ARID1B	2044	1946	2087	1563	1866	2233
CLPTM1L	CLPTM1L	2624	2233	2552	1939	1967	2421
NEDD4L	NEDD4L	3476.04	3181	2999	2077	2380	2883
FOXP3	FOXP3	0	1	4	7	5	6
PPP1R3F	PPP1R3F	53	44	69	43	35	70
HEXB	HEXB	4707.12	3590.1	3699.35	4641.69	4577.64	5662.32
PTCD2	PTCD2	349	256	305	381	381	387
NEXMIF	KIAA2022	2	0	1	2	2	0
JKAMP	JKAMP	2114	1881	1862	1956	1932	2403
DKK3	DKK3	4582	3765	3734	3382	3637	4036
ARHGEF5	ARHGEF5	364.01	258.13	267.84	286.4	351.78	365.53
NFE2L3	NFE2L3	1337	1061	1245	2837	2950	3621
MCUR1	CCDC90A	1473	1228	1434	1673	1785	2081
LIMA1	LIMA1	5109	4259	4765	4719	4779	5967
LETMD1	LETMD1	997	1014	873	1007	961	1058
SLC4A8	SLC4A8	216	207	220	477	528	596
LAMC3	LAMC3	3	0	1	2	3	2
PTGER3	PTGER3	1	6	2	0	0	0
TNIP3	TNIP3	0	0	0	0	0	0
MAPK9	MAPK9	1481	1177	1486	1273	1218	1553
COL23A1	COL23A1	21	25	22	9	14	11
BCAR1	BCAR1	2725	2048	2203	3057	2719	3333
FAM160A2	FAM160A2	907	1161	764	694	748.99	756
HERPUD1	HERPUD1	4729	4116	3319	7168	6356	7948
HOMER3	HOMER3	877.4	663.7	714.48	792.79	675.9	847.78
RAD51	RAD51	562	457	437	831	786	959
POLQ	POLQ	862	812	799	881	916	1148
PIK3CB	PIK3CB	2179	1852	1947	1474	1547.99	1779
CYBA	CYBA	1917	1681	1665	531	466	510
THOC3	THOC3	835.07	723	623	454	404	532
HEBP2	HEBP2	881	640	681	609	586	712
MPHOSPH9	MPHOSPH9	1413	1367	1188	1399	1628	1876
PLEKHA5	PLEKHA5	1594	1457	1706	2423	2492	2811
PRSS8	PRSS8	38	26	22	3	5	6
SIKE1	SIKE1	2310	1882	2073	2711	2891	3398
RRP12	RRP12	434.73	416.8	484	439.76	427	514
FNIP2	FNIP2	1751	1534	1503	945	1125	1421
MSMO1	MSMO1	13255	10667	11458	10711	11354	12767
TTC17	TTC17	3306	3319	3042	2727	2990.35	3217
ALX4	ALX4	0	3	0	0	0	0
FSTL4	FSTL4	0	0	0	1	4	3
FOXN3	FOXN3	8771	7842	6796	3832	4406	5247
METTL24	METTL24	0	0	0	0	0	0
AKR7A2	AKR7A2	1537	1488	1301	1340	1348	1623
MRTO4	MRTO4	901	812	936	1119	1006	1192
NNAT	NNAT	4	6	7	9	6	6
USE1	USE1	293	306	267	193	187	176
MCF2L2	MCF2L2	8	3	2.95	26.57	18.3	22
NRIP2	NRIP2	71	60	66	51	58	47
LAMA3	LAMA3	2694	2733	2463	1513	1950	1948
AP5M1	AP5M1	1429	1088	1474	1697	1744	2150
ANAPC4	ANAPC4	789	794	731	971	927	1175
KCNQ1	KCNQ1	19	13	14	2	2	2
TRAPPC3	TRAPPC3	1299	1078	1229	1594.99	1409	1933
THRAP3	THRAP3	5944	5430	5547	5177	5694	6858
PHPT1	PHPT1	1541	1593	1263	1621	1584	1699
ENTPD2	ENTPD2	35	29	35	332	339	342
LY75	LY75	11	9.11	11.29	1197.16	1506.95	1792.44
OPN3	OPN3	953.68	850.56	797.26	840.32	847.4	1046.93
SDCCAG8	SDCCAG8	457	415	436	450	436	587
PTPRN	PTPRN	54	67.05	44	1	5	6
HHAT	HHAT	647	596	573	497	497	601
KIF1B	KIF1B	3119.53	2301.69	2670.04	1981.83	2047	2682
FOXC1	FOXC1	58	33	60	82	93	83
TBC1D22A	TBC1D22A	616	614	485	619	600	663
SYNE2	SYNE2	5380	4674	4934	4162	6265	9252
PLEKHH1	PLEKHH1	595.08	857.51	494.5	271.42	301.2	266.06
ATP9A	ATP9A	560	518	578	297	330	354
SPO11	SPO11	0	0	0	0	0	0
CBLN4	CBLN4	0	0	0	0	0	0
CHRDL2	CHRDL2	0	0	0	0	0	0
FAM168A	FAM168A	4456.69	4315	3664	3613	3948	4504
RELT	RELT	859.4	752	784	610.93	681.61	725
GALC	GALC	1411	1296	1086	914	860	1087
NOP58	NOP58	1981	1776	1825	2193	2260	2726
SZRD1	C1orf144	7061.53	5986.46	6124.2	7610	7795.82	8667.37
KCNH2	KCNH2	8	16	10	1	0	2
CUL1	CUL1	2160	1680	2056.74	2357.93	2410.42	2816
FAM114A2	FAM114A2	962	795	898	974	999	1243
CYFIP2	CYFIP2	418	423	390	1498	1555	1697
TAB2	TAB2	5800	4783	4665	3506	3664	4213
GINM1	C6orf72	3259	2575	2996	3722	3525	4373
EIF2AK2	EIF2AK2	3311	2602	2798	7751.91	9345.68	11763
USP36	USP36	1221	1347	1357	956	1125	964
KMT2C	MLL3	3149	2666	2852	1414	1900	2623
MCOLN3	MCOLN3	432	563	505	296	353	294
CCDC85A	CCDC85A	0	2	1	0	0	2.12
PUM2	PUM2	7520	5934	6445	5402	5568	6959
MRPL43	MRPL43	1100.69	938.8	964	1094.39	994.63	1314.19
ITIH4	ITIH4	23.03	26.59	29.51	18.06	45.47	12.05
ITIH1	ITIH1	0	0	0	0	0	0
HPF1	C4orf27	1122	821	993	1323	1150	1601
ZFR	ZFR	4680	3666	4092	4140	4241	5074
ZNF280C	ZNF280C	214	196	205	179	223	259
NPFFR2	NPFFR2	6	2	5	9	8	5
PHF21B	PHF21B	0	0	0	0	2	1
TRAF1	TRAF1	50	49	53	120	102	103
RC3H2	RC3H2	4837	3682	3539	2989	3201	4198
IL17RB	IL17RB	82	102	106	94	91	102
TRAF3IP2	TRAF3IP2	345	312	319	410	437	462
GYG2	GYG2	163	185	200	219	256	284
DCBLD2	DCBLD2	37243	32616	35260	33806	37135	43694.95
SERPINB3	SERPINB3	0	0	0	0	0	0
SOAT1	SOAT1	3314	2643	2688	2463	2528	3363.98
PKP2	PKP2	166	150	134	413	404	494
MSH4	MSH4	1	1	2	0	0	2
F7	F7	0	0	0	0	0	0
GDI2	GDI2	8719	7099	7470	9465	9104	11259
PRDM1	PRDM1	0	0	2	2	6	1
ATG5	ATG5	1551	1157	1413	1835	1772	2018
TMCC3	TMCC3	682	531	559	1335	1401	1693
PITHD1	PITHD1	1322	1083	1037	1036	963	1200
MTA3	MTA3	1738	1740	1586	1418	1556	1725
USP13	USP13	1768	1440	1728	2213	2404	2927
ATP11B	ATP11B	5150.75	4731.36	4225.1	3297.77	3641.95	4288.68
LAMC2	LAMC2	625	663	612	4912	5701	6814
CDK14	CDK14	1490	1339	1468	218	244	347
SEC61A1	SEC61A1	8007.98	6321.49	7426.93	8000.91	8182.8	9684.99
PPP1R12A	PPP1R12A	3584.48	3319.67	3222.27	2908.68	3169.5	3815.85
RASGRF1	RASGRF1	198.8	183.69	255.36	134	126.87	146
CAMK2B	CAMK2B	72	106	96	34	64	42
CROCC	CROCC	329	401	270	350.99	323	406
POLR3E	POLR3E	670	457	689	621	599	718
ATP2B4	ATP2B4	3272	3160	3096	1778	2067	2354
ZC3H11A	ZC3H11A	6481.89	5908.4	6133.78	5657.75	5898.18	7064.96
RIOK2	RIOK2	988	809	794	939	902	1170
YIPF1	YIPF1	276	192	293	389	388	433
NDC1	TMEM48	3080.27	2571	2679	3458	3409	4564
DGKG	DGKG	5	4	7	0	0	0
FLYWCH1	FLYWCH1	1006	1022	829	832	753	849
UNKL	UNKL	459	421.08	382.09	435	433.2	496.1
TBXAS1	TBXAS1	18	8	15	17	28	32
PARP12	PARP12	627	510	634	1632	1806	2257
ALDH18A1	ALDH18A1	4357	4140	3984	3832	4011	4504
TARBP1	TARBP1	549	718	712	762	879	819
GATB	PET112	772.12	705.24	686.89	670.33	705.39	778.63
MXD1	MXD1	1423	1479	1213	341	303.02	399
CDK17	CDK17	2124	1821	1931	1531	1689	2014
DNAJC25	DNAJC25	561.09	561.39	565.19	533.73	517.78	690.08
SLC2A3	SLC2A3	13793	14088.99	10779	2336	2078	2412
PSD	PSD	154	131.34	118.36	12.25	17.41	20.35
CTDP1	CTDP1	660	595	535	550	514	635
YBX3	CSDA	6282	6476	6147.09	4415	4569	4913
STYK1	STYK1	18	10	11	42	62	51
WNK1	WNK1	8065	6544	7119	5729	6874	8613
RPS17P5	RPS17P5	0	0	0	0	0	0
CCAR1	CCAR1	3021	2513	3064	2942	2959	3757
OGFR	OGFR	809	800	706	1844	1760	2089
GNA15	GNA15	0	0	0	1	3	1
CREB3L3	CREB3L3	0	0	0	0	0	0
PIGV	PIGV	218	182	205	439	487	515.99
PTPRU	PTPRU	649	741	445	503	562	650
SNRNP40	SNRNP40	1229	983	1025	1565	1460	1722
RIMBP2	RIMBP2	0	0	0	0	0	0
COL11A1	COL11A1	8	7	6	3	0	0
QSER1	QSER1	3533	2653	2737	2027	2422	3282
MPC1	BRP44L	416	348	375	362	292	436
ACAA1	ACAA1	597.85	525.3	618	618	562.82	738.69
BCAT1	BCAT1	1465	1205	1186	2158	2235	3123
HDAC7	HDAC7	2088.38	1837.6	2046.25	3110.88	3129.76	3287.66
LZTS1	LZTS1	20	14	9	59	66	60
PRDM6	PRDM6	11	15	17	11	22	12
WNT8A	WNT8A	0	0	0	0	0	0
SPAG4	SPAG4	1040	1186	774	434	473	392
NCKAP1	NCKAP1	10129	8216	9147	8505	9079	11924
MRPS35	MRPS35	2271	1769	1991	2066	1976	2470
GUCY1B1	GUCY1B3	608	432	549	511	537	747
SFSWAP	SFSWAP	1278	1325	1148	1013	993	1184
TNK2	TNK2	455	433.96	469.98	507.89	487.9	484
MON2	MON2	2116	1967	1819	1660	1889	2157
CDH3	CDH3	888	974	813	5548	5575	6130
ARSF	ARSF	0	0	0	0	0	0
GPBP1	GPBP1	4827	4335.28	4190	4031	4341	5162
DGAT2	DGAT2	5	7	3	7	10	15
ZNF112	ZNF285	311	263	348	461	514	625
CS	CS	4975.95	4120	4604	5326.94	5285.91	6236
LTK	LTK	0	3	1	3	1	1
MRPS24	MRPS24	890.75	835	759	716.79	601.98	789
ELMO2	ELMO2	816	572	789	1170	1157	1370
WAPL	WAPAL	2945	2335	2570	2818	3023	3617
VMP1	VMP1	4830	5127	5480	4041	3869	4116
POLD1	POLD1	1461.86	1480	1327	1452.79	1346	1656
SEZ6	SEZ6	0	0	0	1	1	3
EIF4B	EIF4B	18735	17159.66	14684.72	11520.74	12376.96	13334.74
SLC6A16	SLC6A16	5	11	5	0	2	4
BICRA	GLTSCR1	155	133	133	161	170	181
SPHK2	SPHK2	235.82	237.54	203.7	358.14	361.83	401.26
RPL18	RPL18	8311	8124	7710	7123	6638	7571.94
CA11	CA11	1237	1429	1300	1477	1560	1733
ISOC2	ISOC2	580	549	558	1009	750	1016
U2AF2	U2AF2	5237	5006	4616	5228	5196	5943
EPN1	EPN1	1874	1680	1468	1595	1353	1686
MED29	MED29	1887	1762	1700	2316	2199	2578
AHRR	AHRR	407	386	557	1249	1330	1366
GSC2	GSC2	0	0	0	0	0	0
ZNF275	ZNF275	496	416	397	382	516	475
MTMR1	MTMR1	1350	1139	1198	1562	1630	1875
GPC1	GPC1	2527	2268	2317	2228	2222	2552
ADCK1	ADCK1	68	44	94	138	116	131
HAGH	HAGH	740.48	614.49	623.01	609.57	515	691.39
RNF4	RNF4	2629	2298	2188	2519	2713	3079
CASP8	CASP8	1615	1456	1566	1580	1643	1969
LIMCH1	LIMCH1	3159	2796	3132	9213	10419	12137
INTS13	ASUN	1641	1530	1460	1096	1218	1468
TM7SF3	TM7SF3	2206	1880	2067	2873	3099	3671
DLX3	DLX3	1	0	2	0	0	1
SPA17	SPA17	308	244.86	280	443	422	560.96
TSPAN32	TSPAN32	3	8	4	2	2	4
CCN5	WISP2	29	26	24	0	0	2
DMRT3	DMRT3	0	0	0	0	0	0
ST3GAL6	ST3GAL6	74	51	64	98	75	121
ATP2C2	ATP2C2	3.8	8.49	5.13	2.17	4.03	6.09
NGFR	NGFR	86	58	40	38	38	32
CDON	CDON	2855.93	2709	2701	772	777.1	958
TAF2	TAF2	1911	1634	1760.63	1632	1693	1995
HIPK2	HIPK2	2831	2486	2950	1557	2157	2663
TNPO3	TNPO3	1678	1511	1494	1786	1960	2141
BORCS8-MEF2B	MEF2BNB-MEF2B	25.9	61.18	47.92	44.85	34.25	19.13
RFXANK	RFXANK	739.21	622.09	689.51	891.39	830.91	982.27
TMEM161A	TMEM161A	381	370	342	405	373	398
LPAR2	LPAR2	157	144	161	132	142	173
CTSA	CTSA	3310.64	3330.71	2896.28	3874.88	3997.43	4341.04
SUGP2	SUGP2	3197.59	3448.79	3369.98	3327.14	3516.86	3545.71
SLC12A2	SLC12A2	2683	2216	2709	1595	1821	2274
SNX24	SNX24	632	554	671	872	931	1065
EYA2	EYA2	0	0	0	0	0	0
CNN2	CNN2	3950	3512	4382	5503.69	5295.77	5988.85
ABCA7	ABCA7	384	346	452	414	389	454
SNCAIP	SNCAIP	5	9	8	1	0	2
DDX20	DDX20	834.01	633	765	1165	1230	1464
BTBD1	BTBD1	4793	3586	4157	3381	3377	4303
FAR2	FAR2	101	56	73	107	128.1	104
BCAS1	BCAS1	3	3	8	1	2	0
POU1F1	POU1F1	1	0	0	0	0	0
CHI3L2	CHI3L2	2	0	1	0	1	1
SBNO2	SBNO2	1150	1098	1013	1423	1338	1571
PMS1	PMS1	1277	1152	1364	1297	1349	1577
HMG20B	HMG20B	1079	943	1003	1439	1295	1590
CALCRL	CALCRL	211	168	145	84	93	104
TAF11	TAF11	1041	921	894	1072	1103	1254
ANKS1A	ANKS1A	946	861	1023	658	729	771
AP3D1	AP3D1	2751	2702	2745	2779	2909	3296
ZNF76	ZNF76	1014	1125	994	879	976	900
SLC9A3R2	SLC9A3R2	102	105	123	567	563	644
NTHL1	NTHL1	82	84	89	230	235.99	261.97
UHRF1BP1	UHRF1BP1	1326	1087	1143	1091	1211	1568
GNAI3	GNAI3	4843	4250	4026	4725	4613	5246
IPO5	IPO5	7752.28	6171	7211	6157	6464	8037
OAT	OAT	3953	3162	3159	3234	3219	3843
WDR3	WDR3	948.51	810.23	819.82	986	1018.93	1318.95
PKN2	PKN2	3550	2780	2855	3232	3397	4279
WDR18	WDR18	701	677.88	571	907	793	933
TRAM2	TRAM2	5607	5259	5624	5213	5530	6347
NTN1	NTN1	54	52	52	2531	2697	2923
GLP2R	GLP2R	9	8	7	0	0	0
MCM10	MCM10	1218	951	1044	1036	1168	1370
DGKA	DGKA	1015	1036	1106	1262	1346	1388
ERBB3	ERBB3	129	103	125	397	488	490
ROPN1	ROPN1	2	1	0	0	0	0
ANKRD44	ANKRD44	110	69	121	234	296	344
KARS1	KARS	7404	6103	6273	6486.33	6286	7549
ADAT1	ADAT1	1091	790	1139	1175	1331	1536
PDIA5	PDIA5	664	686	574	784.44	772	864
TBC1D22B	TBC1D22B	887.81	765.53	758.76	744.84	710.75	747.9
NDUFB4	NDUFB4	2293	2146	2011	2621	2460	3113
SPEN	SPEN	2561	1995	2248	2236	2794	3330
MYLK	MYLK	3034	2880.03	3385.99	5532	6559	8261.99
ZC3H15	ZC3H15	2124	1811	2164	2322	2122	2882
MAP2K4	MAP2K4	1309	1112	1181	1474	1515	1653
PACC1	TMEM206	424	298	385	261	253	304
SNAP91	SNAP91	12	1	7	9	8	7
SLK	SLK	4542	3443	3458	3747	4095	4892
CYB5R4	CYB5R4	876	723	635	795	825	844
COL17A1	COL17A1	23	9	19	24	23	30
GSTO2	GSTO2	346	285	280	820	779	851
SEC61A2	SEC61A2	326.32	284.25	326.45	347.4	332.39	355
PRKCQ	PRKCQ	112	89	160	225	209	293
TLE2	TLE2	451	533	431	479	453	488
ASB1	ASB1	1197	1081	1162	1103	1107	1261
FAM107B	FAM107B	7588	6345	6453	7376	7694.01	9039
ME1	ME1	490	311	422	260	312	305
TBC1D1	TBC1D1	1829	1587	1935	1374	1452	1807
CDK13	CDK13	1732	1350	1710	1435	1511	1871
MTHFD2	MTHFD2	3120.64	2394.79	2707.03	2350.17	2197.31	2689.03
SLC9A7	SLC9A7	644	587	538	281	369	365
FOXJ2	FOXJ2	1292	956	995	1196	1276	1381
YBX1	YBX1	14279.85	11844	12521	11753	11665	13991
PDE4A	PDE4A	42	39	33	198	241	211
PPP2R5A	PPP2R5A	1393	1057	1214	2004	1908	2358
CTNNA2	CTNNA2	1	0	0	0	0	0
ELAVL1	ELAVL1	3147	2703.91	2753	3054.95	3044	3752.93
TIE1	TIE1	236	245	234	24	29	38
DIP2B	DIP2B	1493	1342	1482	988	1116	1457
SMARCD1	SMARCD1	1933	1573	1758	2335	2539	2875
KDM4A	KDM4A	1724	1469	1529	1685	1792.7	2084.65
NFYC	NFYC	1012.17	976.12	863.51	1102.02	1088.13	1257.65
ZMYND12	ZMYND12	32	29	37	12	24.66	26
SLC9A3	SLC9A3	2.01	15	5.05	7	7	1
NGEF	NGEF	12	19	11	119	145	135
ASPM	ASPM	3255.43	2757	2912	3599	4103	5790
CD84	CD84	0	0	1	0	0	0
ELOVL1	ELOVL1	1093	775	929	1524	1533	1733
SPI1	SPI1	0	0	0	0	0	0
POLR1H	ZNRD1	298.79	274	296.93	357.47	343.82	401.73
MPPED2	MPPED2	0	0	0	0	0	0
CLDN18	CLDN18	10	5	7	4	4	11
ZBTB11	ZBTB11	1593.03	1242.25	1125.34	1337.98	1416.13	1751.27
ATXN3	ATXN3	1016.35	1052.7	956.54	944.69	1066.17	1353.78
GOLGA5	GOLGA5	2326	2006	1906	1834	1776	2049
FGFR2	FGFR2	1	0	0	213	194	292
LRRC40	LRRC40	1650	1424	1326	1517	1399	1742
ISOC1	ISOC1	1008	690	845	784	769	987
EML1	EML1	5152	4637	4624	3583.01	3784	4403
TRMT11	TRMT11	983	986	919	663	652	844
THUMPD1	THUMPD1	1917	1480	1695	2417	2512	3082
KIF26A	KIF26A	0	0	0	0	0	0
ATG2B	ATG2B	1532	1290	1470	1373	1646	2111
ARFGEF1	ARFGEF1	3256	2617	2734.48	2491	2820.05	3439
ACSM2B	ACSM2B	0	0	2	0	0	1
