NAME	Description	mir130_1	Control_1	mir130_2	Control_2	mir130_3	Control_3
PPP1R11P1	ENSG00000236216.4	4	1	1	0	3	2
NBPF2P	ENSG00000227001.2	22	47	46	60	51	107
HS6ST1P1	ENSG00000187952.8	11	32	15	39	0	0
CROCCP5	ENSG00000186543.7	0	0	1	0	0	0
NBPF3	ENSG00000142794.14	339	547	726	760	619	1143
PFN1P10	ENSG00000176378.8	0	0	0	0	1	0
ALPL	ENSG00000162551.9	2	0	2	5	0	1
RAP1GAP	ENSG00000076864.15	168	257	22	53	38	55
USP48	ENSG00000090686.11	10405	9787	12005	9086	23840	18036
RP11-132G19.3	ENSG00000231978.2	0	4	0	0	0	0
LDLRAD2	ENSG00000187942.7	55	69	12	46	10	17
HSPG2	ENSG00000142798.12	449	871	267	828	47	193
RP11-26H16.1	ENSG00000232037.2	62	57	32	49	47	44
RP1-224A6.3	ENSG00000228397.1	25	15	8	15	25	35
LINC00339	ENSG00000218510.3	1406	1173	562	561	1013	1014
CDC42	ENSG00000070831.11	12951	7455	8872	8671	11557	9097
CDC42-IT1	ENSG00000230068.2	2	5	2	10	0	2
RP1-224A6.8	ENSG00000271428.1	0	0	2	2	0	0
RP1-224A6.9	ENSG00000271840.1	3	13	8	4	0	0
WNT4	ENSG00000162552.10	0	0	2	5	0	0
ZBTB40	ENSG00000184677.12	488	789	689	1147	249	395
ZBTB40-IT1	ENSG00000237200.1	0	1	4	2	0	0
EPHA8	ENSG00000070886.6	0	0	0	0	2	0
C1QA	ENSG00000173372.12	0	0	0	0	2	0
C1QC	ENSG00000159189.7	0	0	2	0	0	0
C1QB	ENSG00000173369.11	0	0	1	2	0	1
EPHB2	ENSG00000133216.12	0	0	0	2	1	0
C1orf234	ENSG00000227868.2	1	2	0	1	1	0
KDM1A	ENSG00000004487.11	18867	20827	23494	22628	21320	25127
RP1-184J9.2	ENSG00000240553.1	0	10	2	2	3	4
MIR3115	ENSG00000263793.1	5	6	6	9	9	3
LUZP1	ENSG00000169641.9	803	1019	1282	1424	617	848
RP5-979D14.1	ENSG00000229010.1	4	0	3	4	0	0
RP5-1057J7.1	ENSG00000215381.3	5	2	2	0	3	3
RP5-1057J7.6	ENSG00000261326.2	169	290	441	514	1267	513
HNRNPR	ENSG00000125944.14	32043	28471	32745	35983	37796	28996
ZNF436	ENSG00000125945.10	582	654	778	921	530	857
C1orf213	ENSG00000249087.3	137	236	141	159	291	539
RP5-1057J7.7	ENSG00000271420.1	0	2	0	0	2	0
TCEA3	ENSG00000204219.5	58	56	23	41	85	148
ASAP3	ENSG00000088280.14	48	54	29	29	7	3
E2F2	ENSG00000007968.6	523	867	407	796	163	245
ID3	ENSG00000117318.8	175	132	150	124	236	157
RPL11	ENSG00000142676.8	12071	11913	8864	11196	14396	11087
RP5-886K2.1	ENSG00000203589.2	0	8	0	2	3	2
RN7SL532P	ENSG00000244609.2	2	0	0	0	0	0
TCEB3	ENSG00000011007.8	2930	3702	4824	4416	3038	3522
RP5-886K2.3	ENSG00000236810.1	81	135	109	103	149	138
PITHD1	ENSG00000057757.5	4358	3643	5189	4153	5523	4463
LYPLA2	ENSG00000011009.6	3920	3655	3193	3024	328	2015
GALE	ENSG00000117308.10	2347	2402	1992	2309	1432	2053
HMGCL	ENSG00000117305.10	4452	4414	3152	2755	5339	8095
FUCA1	ENSG00000179163.11	2158	1933	2125	1941	3240	2885
CNR2	ENSG00000188822.6	133	158	124	127	17	74
RP11-4M23.2	ENSG00000229106.1	1	18	9	8	10	4
RP11-4M23.3	ENSG00000232557.3	1	2	1	4	0	0
RP11-4M23.4	ENSG00000230228.2	12	16	6	13	10	11
PNRC2	ENSG00000189266.7	12104	10215	15364	16835	26521	17830
SRSF10	ENSG00000188529.10	30638	23150	27162	27509	36532	24775
RP11-4M23.7	ENSG00000215905.4	1	0	0	0	0	0
MYOM3	ENSG00000142661.14	1	0	3	0	0	0
IFNLR1	ENSG00000185436.7	0	0	2	0	0	0
GRHL3	ENSG00000158055.11	16	1	0	2	0	0
STPG1	ENSG00000001460.13	408	485	440	517	412	536
NIPAL3	ENSG00000001461.12	1638	2525	2113	2198	2860	3918
RCAN3	ENSG00000117602.7	587	460	517	515	585	446
RN7SL857P	ENSG00000266551.1	1	0	0	0	0	0
NCMAP	ENSG00000184454.6	1	2	2	2	5	4
SRRM1	ENSG00000133226.12	10775	13059	20677	16744	10542	14652
CLIC4	ENSG00000169504.10	5299	5712	11885	10359	23672	15275
RNU6-1208P	ENSG00000238482.1	1	1	0	2	1	0
RUNX3	ENSG00000020633.14	1019	1718	728	1639	232	339
RP11-84D1.1	ENSG00000229162.1	2	1	7	1	0	0
RP11-84D1.2	ENSG00000261025.1	1	0	0	0	1	0
MIR4425	ENSG00000264371.1	0	0	0	0	0	1
RP4-799D16.1	ENSG00000233755.1	1	3	3	0	1	1
RP4-706G24.1	ENSG00000231953.1	7	0	0	0	0	1
SYF2	ENSG00000117614.5	4585	3554	3831	3428	9920	7363
C1orf63	ENSG00000117616.13	4919	6552	8300	7161	15446	12855
RP3-465N24.6	ENSG00000272432.1	8	9	13	15	10	10
RP3-465N24.5	ENSG00000261349.1	8	9	7	24	3	19
RHD	ENSG00000187010.14	89	46	74	77	202	118
SDHDP6	ENSG00000224183.1	140	191	177	112	391	283
RP11-335G20.7	ENSG00000259984.1	1	5	5	19	8	7
TMEM50A	ENSG00000183726.6	13050	11116	13679	12792	24519	14995
RNU6-1171P	ENSG00000252515.1	0	0	1	0	0	4
snoU13	ENSG00000238889.1	0	0	0	2	0	0
RHCE	ENSG00000188672.12	225	236	319	199	819	764
RP3-469D22.1	ENSG00000238084.3	108	112	101	66	249	146
TMEM57	ENSG00000204178.5	1206	1143	807	1146	982	897
LDLRAP1	ENSG00000157978.7	1664	1633	1356	1747	136	545
RP11-70P17.1	ENSG00000225643.1	10	3	2	11	5	8
MAN1C1	ENSG00000117643.10	118	148	55	112	57	43
RP1-187B23.1	ENSG00000233478.1	22	17	3	2	0	3
SEPN1	ENSG00000162430.12	979	1229	513	1206	106	221
RP1-317E23.3	ENSG00000228172.1	1	2	2	2	1	0
MTFR1L	ENSG00000117640.13	4187	3755	3787	3203	7213	7006
AL020996.1	ENSG00000223474.2	4	11	6	6	0	9
AUNIP	ENSG00000127423.6	3234	2837	2678	2615	2923	2330
RP1-125I3.2	ENSG00000236528.1	0	2	3	4	0	5
PAQR7	ENSG00000182749.5	546	302	142	195	309	264
STMN1	ENSG00000117632.16	77406	86336	112838	105277	170629	142822
SNRPFP2	ENSG00000229786.1	0	0	1	0	0	0
RP1-125I3.4	ENSG00000223624.1	0	1	0	2	0	0
PAFAH2	ENSG00000158006.9	402	503	419	564	169	331
RNU6-110P	ENSG00000207237.1	1	0	0	0	0	0
EXTL1	ENSG00000158008.5	9	5	1	7	6	5
SLC30A2	ENSG00000158014.10	1	2	0	3	0	0
TRIM63	ENSG00000158022.6	0	1	4	4	0	5
PDIK1L	ENSG00000175087.5	2486	2526	3250	3748	6989	5592
FAM110D	ENSG00000197245.4	15	10	19	14	2	7
ZNF593	ENSG00000142684.7	4	0	6	11	1	0
RP11-96L14.7	ENSG00000236782.1	1	2	3	0	0	0
CNKSR1	ENSG00000142675.13	44	60	43	39	23	45
CATSPER4	ENSG00000188782.3	0	3	0	0	0	3
RP11-231P20.2	ENSG00000236155.2	15	15	14	13	30	29
CEP85	ENSG00000130695.9	3932	5591	4366	4739	538	3238
RP11-231P20.5	ENSG00000270733.1	13	8	18	20	6	3
SH3BGRL3	ENSG00000142669.9	39201	38856	26195	29593	23269	28950
UBXN11	ENSG00000158062.16	1147	1474	1256	1377	989	1577
CD52	ENSG00000169442.4	3236	4087	2596	3111	4082	5584
AIM1L	ENSG00000176092.9	20	21	14	12	45	36
RN7SL490P	ENSG00000265143.1	0	0	1	0	0	0
ZNF683	ENSG00000176083.13	9	12	10	11	17	32
LIN28A	ENSG00000131914.6	0	0	0	0	0	1
DHDDS	ENSG00000117682.12	2055	2565	2026	2145	869	1399
RP3-476K8.4	ENSG00000223583.1	4	5	6	7	6	3
RP3-476K8.3	ENSG00000225891.1	8	4	12	14	5	15
HMGN2	ENSG00000198830.6	75423	73716	98239	83103	178546	95106
RPS6KA1	ENSG00000117676.9	9436	10301	7406	8656	1579	5308
RP5-968P14.2	ENSG00000260063.1	29	39	24	26	22	23
ARID1A	ENSG00000117713.13	2208	2422	2218	2662	1193	2087
PIGV	ENSG00000060642.6	2133	2015	1530	1753	1343	2213
RN7SL165P	ENSG00000241188.2	1	0	0	0	1	0
ZDHHC18	ENSG00000204160.7	364	558	258	635	59	130
SFN	ENSG00000175793.10	2	2	0	1	3	0
GPN2	ENSG00000142751.10	971	1124	1083	1251	592	831
GPATCH3	ENSG00000198746.8	396	561	617	623	139	433
NUDC	ENSG00000090273.9	14423	15009	18751	14085	16710	15130
NR0B2	ENSG00000131910.4	0	6	6	3	2	1
C1orf172	ENSG00000175707.7	4	1	0	0	0	2
RP11-344H11.4	ENSG00000172746.6	1	0	0	1	1	0
OSTCP2	ENSG00000225294.1	48	45	52	35	97	71
TRNP1	ENSG00000253368.3	21	21	14	18	8	12
FAM46B	ENSG00000158246.7	26	20	17	26	3	5
SLC9A1	ENSG00000090020.6	357	547	196	536	72	80
CHCHD3P3	ENSG00000214973.3	15	13	17	11	24	23
NPM1P39	ENSG00000225159.1	193	124	197	163	198	114
RP11-40H20.4	ENSG00000224311.1	0	0	0	1	0	0
WDTC1	ENSG00000142784.11	515	534	99	353	33	81
Y_RNA	ENSG00000252098.1	0	0	1	0	0	0
RP11-4K3__A.3	ENSG00000243659.1	9	11	3	4	6	3
TMEM222	ENSG00000186501.10	2020	2182	2472	2132	1427	2021
RNU6-48P	ENSG00000206888.1	2	4	1	10	9	7
RP11-4K3__A.5	ENSG00000241547.1	69	112	127	103	133	127
SYTL1	ENSG00000142765.13	787	1049	593	860	88	413
MAP3K6	ENSG00000142733.10	174	357	123	430	34	69
RP1-144C9.2	ENSG00000231207.1	0	1	0	0	0	0
GPR3	ENSG00000181773.6	157	173	74	160	6	49
WASF2	ENSG00000158195.6	4558	5022	2483	4035	1371	2053
RP4-752I6.1	ENSG00000241169.1	0	3	0	1	1	1
RP1-159A19.4	ENSG00000237429.1	38	44	26	27	40	67
AHDC1	ENSG00000126705.9	218	349	98	209	70	102
FGR	ENSG00000000938.8	248	181	135	167	30	80
RP1-159A19.3	ENSG00000235912.1	82	49	79	57	138	115
RP11-288L9.1	ENSG00000233975.1	9	7	4	6	7	8
IFI6	ENSG00000126709.10	1000	1659	329	812	564	671
RP11-288L9.4	ENSG00000225886.1	3	1	0	0	0	0
FAM76A	ENSG00000009780.11	1686	821	729	691	1311	609
RP3-426I6.2	ENSG00000231344.1	5	6	5	10	2	0
RPEP3	ENSG00000230833.1	0	0	0	1	0	0
STX12	ENSG00000117758.9	1001	968	832	1156	1151	999
RP3-426I6.5	ENSG00000269971.1	11	1	6	1	2	4
RP3-426I6.6	ENSG00000270031.1	1	4	11	11	12	18
PPP1R8	ENSG00000117751.13	2118	2216	2284	2378	1469	1187
SCARNA1	ENSG00000252947.1	0	3	4	8	3	0
THEMIS2	ENSG00000130775.11	1674	2371	1278	1930	588	1471
RPA2	ENSG00000117748.5	24473	21988	21973	20077	32235	25868
SMPDL3B	ENSG00000130768.10	380	416	410	425	207	522
RP11-460I13.2	ENSG00000227050.1	1	0	3	0	0	2
XKR8	ENSG00000158156.7	537	563	547	676	119	328
EYA3	ENSG00000158161.11	4910	3011	2012	1967	3649	2376
RP11-460I13.6	ENSG00000238231.2	1	4	0	5	0	5
RN7SL559P	ENSG00000240750.2	5	4	10	14	5	9
SPCS2P4	ENSG00000228589.2	525	409	549	359	1176	698
RP5-1053E7.3	ENSG00000214812.3	5	3	5	6	4	6
RNU7-29P	ENSG00000252429.1	2	2	0	0	3	0
PTAFR	ENSG00000169403.7	3249	3494	1884	1652	415	1796
DNAJC8	ENSG00000126698.6	21576	15976	18976	15237	30810	20732
AL353354.1	ENSG00000215902.1	66	72	65	52	117	70
ATPIF1	ENSG00000130770.13	16239	14739	15694	13930	30096	22169
RP5-1092A3.4	ENSG00000270605.1	74	112	73	105	42	111
RP5-1092A3.5	ENSG00000271398.1	3	2	0	0	2	3
SESN2	ENSG00000130766.4	340	487	269	430	46	204
MED18	ENSG00000130772.9	487	587	442	700	42	140
PHACTR4	ENSG00000204138.8	1460	1830	2086	2879	807	1435
Y_RNA	ENSG00000206779.1	1	3	1	0	0	0
RP1-308E4.1	ENSG00000229820.2	10	12	24	13	30	24
RNU6ATAC27P	ENSG00000221216.1	3	11	4	9	1	6
RCC1	ENSG00000180198.11	5967	6490	8839	8526	2892	3761
SNHG3	ENSG00000242125.2	3175	2668	2039	2969	1517	1175
SNORA73B	ENSG00000200087.1	308	143	80	125	91	45
snoU13	ENSG00000238821.1	2	0	1	1	1	1
PRDX3P2	ENSG00000231468.2	31	25	23	26	9	12
TRNAU1AP	ENSG00000180098.5	1941	1819	1494	1634	2432	2182
SNHG12	ENSG00000197989.9	658	488	319	532	258	165
SNORD99	ENSG00000221539.1	56	33	21	30	30	22
TAF12	ENSG00000120656.7	2272	1991	2573	2311	4236	3100
RAB42	ENSG00000188060.6	119	119	67	85	152	166
RP11-442N24__B.1	ENSG00000229388.1	15	16	21	11	13	15
RNU11	ENSG00000270103.2	0	2	2	0	0	4
GMEB1	ENSG00000162419.8	556	681	627	873	398	502
YTHDF2	ENSG00000198492.10	18406	17988	19446	20292	15949	14941
OPRD1	ENSG00000116329.6	0	0	0	1	0	0
RP1-212P9.3	ENSG00000233427.1	3	1	1	2	0	0
EPB41	ENSG00000159023.14	2526	4325	2535	4076	805	1236
RP4-604A21.1	ENSG00000225616.2	54	71	48	46	58	52
Y_RNA	ENSG00000206704.1	0	0	0	1	1	0
TMEM200B	ENSG00000253304.1	1	0	0	2	0	0
RP11-242O24.3	ENSG00000225750.1	1	0	0	0	0	0
SRSF4	ENSG00000116350.11	9579	8566	7613	8719	7433	7505
RP11-242O24.5	ENSG00000227637.1	0	0	0	1	0	0
MECR	ENSG00000116353.11	1862	2188	2764	2329	1941	2771
RP11-467D18.2	ENSG00000237934.1	8	6	14	12	3	0
PTPRU	ENSG00000060656.15	8	4	0	14	1	3
RP11-111I12.1	ENSG00000233399.2	0	0	0	0	1	0
MATN1	ENSG00000162510.5	12	9	4	10	6	8
MATN1-AS1	ENSG00000186056.5	64	86	25	51	33	44
LAPTM5	ENSG00000162511.7	40497	39864	26652	36739	39310	40884
MIR4420	ENSG00000264773.1	6	1	0	1	0	0
RP1-65J11.1	ENSG00000223382.3	0	0	0	0	0	1
SDC3	ENSG00000162512.11	4	46	7	23	7	0
PUM1	ENSG00000134644.11	5767	8799	10918	11184	4640	9824
SNORD103A	ENSG00000200154.1	0	2	3	1	1	0
SNORD103B	ENSG00000202107.1	1	0	4	2	0	3
SNORD85	ENSG00000200181.1	1	0	2	1	0	0
RP11-201O14.1	ENSG00000237329.2	1	3	0	5	4	0
RP11-201O14.2	ENSG00000232768.1	1	0	4	7	1	1
SEPW1P	ENSG00000215900.4	0	2	0	0	0	0
NKAIN1	ENSG00000084628.5	7	2	1	6	1	3
SNRNP40	ENSG00000060688.8	17163	15048	17782	15962	26412	15808
RP11-490K7.4	ENSG00000229447.2	99	66	26	32	37	15
ZCCHC17	ENSG00000121766.10	3787	3039	2360	2945	2458	2069
RP11-266K22.2	ENSG00000229044.1	1	2	4	0	0	1
FABP3	ENSG00000121769.3	54	55	12	25	59	44
SERINC2	ENSG00000168528.7	20	17	38	49	0	6
RP11-439L8.2	ENSG00000215899.3	0	0	0	0	0	1
RP11-439L8.3	ENSG00000228682.2	1	0	2	0	0	0
RP11-439L8.4	ENSG00000223907.1	0	2	1	0	0	0
TINAGL1	ENSG00000142910.11	5	16	35	13	0	8
HCRTR1	ENSG00000121764.7	2	2	0	4	0	1
PEF1	ENSG00000162517.8	3162	3475	4235	4104	2242	3417
RP11-73M7.6	ENSG00000235790.3	11	4	6	4	2	7
RP11-73M7.9	ENSG00000264078.1	0	2	1	3	1	1
COL16A1	ENSG00000084636.13	11	7	2	3	0	4
BAI2	ENSG00000121753.8	2	0	2	2	0	0
SPOCD1	ENSG00000134668.8	3	0	0	0	0	0
RP11-84A19.2	ENSG00000203620.2	0	3	0	0	1	0
RP11-84A19.4	ENSG00000269967.1	2	2	2	2	0	0
PTP4A2	ENSG00000184007.13	27293	25404	27475	27319	24125	24515
AL136115.1	ENSG00000212673.1	40	25	30	32	26	21
RP4-534N18.2	ENSG00000228634.1	9	4	11	5	2	1
KHDRBS1	ENSG00000121774.13	10554	11778	8101	13815	4923	6433
RP11-277A4.4	ENSG00000203325.3	50	16	10	21	14	25
TMEM39B	ENSG00000121775.13	1094	806	380	595	481	444
MIR5585	ENSG00000266203.1	1	2	1	1	2	1
KPNA6	ENSG00000025800.9	4576	4166	3612	4426	1843	2085
TXLNA	ENSG00000084652.11	28875	13232	8799	9400	2880	6332
CCDC28B	ENSG00000160050.10	3423	3493	2715	2239	4241	4760
RP4-622L5.7	ENSG00000224066.1	3	5	0	3	0	1
IQCC	ENSG00000160051.7	321	430	332	385	286	317
DCDC2B	ENSG00000222046.2	7	11	2	2	0	3
TMEM234	ENSG00000160055.15	473	389	398	368	475	520
EIF3I	ENSG00000084623.7	14677	17618	16958	16625	13048	13682
MTMR9LP	ENSG00000220785.3	44	44	17	31	20	36
FAM167B	ENSG00000183615.5	4	8	2	7	4	9
LCK	ENSG00000182866.12	122	161	187	173	200	230
HDAC1	ENSG00000116478.7	9278	13555	15897	13433	20450	20509
MARCKSL1	ENSG00000175130.6	12090	12846	11392	10972	3521	8234
RP4-811H24.9	ENSG00000233775.1	0	2	2	1	0	2
TSSK3	ENSG00000162526.6	1	9	2	2	0	2
FAM229A	ENSG00000225828.1	23	35	17	25	15	15
BSDC1	ENSG00000160058.14	1957	2300	1983	2177	589	1794
ZBTB8B	ENSG00000273274.1	3	2	1	0	0	8
ZBTB8A	ENSG00000160062.10	53	64	72	89	75	61
ZBTB8OS	ENSG00000176261.11	2827	2365	2615	2318	4496	3035
Y_RNA	ENSG00000200591.1	1	4	3	5	0	0
RBBP4	ENSG00000162521.14	32196	32685	31359	33268	33434	29949
SYNC	ENSG00000162520.10	4	0	0	5	7	1
RP11-114B7.6	ENSG00000224409.1	1	0	1	1	1	1
KIAA1522	ENSG00000162522.6	277	235	172	195	130	262
YARS	ENSG00000134684.6	17059	18037	20608	20588	8778	16625
S100PBP	ENSG00000116497.13	3649	3573	3082	4000	4187	3129
FNDC5	ENSG00000160097.11	3	0	8	6	2	4
HPCA	ENSG00000121905.5	4	8	0	2	0	7
TMEM54	ENSG00000121900.14	19	18	10	4	39	44
RNF19B	ENSG00000116514.12	709	658	448	530	185	279
FKSG48	ENSG00000267885.1	6	1	2	0	2	0
RP4-803A2.1	ENSG00000217644.4	8	8	7	5	17	26
RP4-803A2.2	ENSG00000239670.1	0	1	1	2	0	0
RP1-117O3.2	ENSG00000236065.2	26	24	13	15	14	17
AK2	ENSG00000004455.12	26541	29481	30349	28689	35985	39671
ADC	ENSG00000142920.12	57	103	74	64	29	39
TRIM62	ENSG00000116525.9	424	370	176	316	54	92
ZNF362	ENSG00000160094.10	547	1039	549	1049	18	92
RP11-415J8.7	ENSG00000270115.1	0	2	1	2	0	0
A3GALT2	ENSG00000184389.8	0	1	0	2	0	0
RP11-415J8.3	ENSG00000225313.2	6	4	0	5	0	0
PHC2	ENSG00000134686.12	1002	1342	878	1688	154	353
MIR3605	ENSG00000266239.1	1	0	2	0	0	1
RP11-415J8.5	ENSG00000233246.1	14	22	12	10	11	28
TLR12P	ENSG00000234512.1	0	0	0	1	0	0
ZSCAN20	ENSG00000121903.10	87	189	99	170	74	102
RP4-580O19.2	ENSG00000235907.2	0	0	0	0	0	1
CSMD2	ENSG00000121904.13	5	7	5	2	0	5
SMIM12	ENSG00000163866.8	3506	3597	4178	3897	3965	3560
GJB5	ENSG00000189280.3	10	16	13	21	7	23
GJB4	ENSG00000189433.5	0	3	1	3	1	2
GJB3	ENSG00000188910.7	6	2	2	3	0	1
GJA4	ENSG00000187513.8	622	578	244	226	99	371
RP5-997D16.2	ENSG00000230163.1	292	178	73	89	128	59
DLGAP3	ENSG00000116544.7	2	6	0	6	0	0
RP11-244H3.1	ENSG00000241014.1	78	80	87	67	37	50
ZMYM6	ENSG00000163867.12	658	685	768	878	1399	1152
ZMYM1	ENSG00000197056.5	1148	1088	1319	1715	2380	1568
EFCAB14P1	ENSG00000228348.1	1	3	3	4	2	3
SFPQ	ENSG00000116560.6	9396	11873	11933	18687	5589	4937
RN7SL136P	ENSG00000263591.1	0	2	0	0	0	0
ZMYM4	ENSG00000146463.7	2551	4081	5419	6429	4433	5050
RN7SL503P	ENSG00000240374.2	1	2	4	2	0	2
RPL5P4	ENSG00000229994.1	91	76	90	93	91	63
ZMYM4-AS1	ENSG00000227409.1	10	8	5	4	11	10
RNY5P1	ENSG00000202129.1	1	0	0	1	1	0
KIAA0319L	ENSG00000142687.13	1443	2303	1548	2541	339	1016
RP4-728D4.3	ENSG00000236274.1	76	37	18	22	23	11
NCDN	ENSG00000020129.11	442	696	299	864	34	80
RP4-728D4.2	ENSG00000239636.1	102	141	87	97	88	179
TFAP2E	ENSG00000116819.6	39	59	32	52	13	40
PSMB2	ENSG00000126067.7	17545	15542	13686	16254	15572	11810
C1orf216	ENSG00000142686.7	1804	1822	2234	2750	469	958
CLSPN	ENSG00000092853.9	2018	2850	4582	4351	3008	2421
RP11-435D7.3	ENSG00000232335.1	0	0	0	2	0	1
AGO4	ENSG00000134698.10	470	618	569	899	435	607
AGO1	ENSG00000092847.6	5535	3305	1780	2256	4237	3431
RP4-789D17.5	ENSG00000271914.1	42	15	12	15	27	22
AGO3	ENSG00000126070.14	1396	1335	1576	1620	1300	1330
RP4-665N4.8	ENSG00000271554.1	2	5	8	7	5	7
RP4-665N4.4	ENSG00000232862.4	0	2	1	0	2	0
TEKT2	ENSG00000092850.7	6	8	7	2	12	15
ADPRHL2	ENSG00000116863.10	2956	3118	3021	2737	2726	3933
COL8A2	ENSG00000171812.6	47	32	10	24	9	2
TRAPPC3	ENSG00000054116.7	6775	6192	7115	5456	12282	6680
MAP7D1	ENSG00000116871.11	4644	4613	1405	3274	456	545
THRAP3	ENSG00000054118.9	8139	6270	7434	6934	5095	5971
UBE2V2P4	ENSG00000231849.1	0	1	0	0	0	0
SH3D21	ENSG00000214193.5	63	95	19	39	54	74
EVA1B	ENSG00000142694.6	120	190	121	130	33	54
RP11-268J15.5	ENSG00000116883.8	29	36	13	19	21	27
STK40	ENSG00000196182.6	2613	3740	2429	3992	187	450
LSM10	ENSG00000181817.5	3456	3026	3340	2592	3090	2514
OSCP1	ENSG00000116885.14	122	133	114	110	121	190
SNORA63	ENSG00000201448.1	0	0	2	0	0	0
MRPS15	ENSG00000116898.7	9820	8261	9645	8018	12889	8945
CSF3R	ENSG00000119535.13	504	823	792	1425	167	236
RP11-422J8.1	ENSG00000233621.1	252	238	137	179	177	270
ZC3H12A	ENSG00000163874.8	324	438	168	332	11	25
MEAF6	ENSG00000163875.11	4923	4595	5571	5174	7697	6072
MIR5581	ENSG00000263675.1	3	5	13	18	8	6
SNIP1	ENSG00000163877.9	538	591	593	1003	307	578
FTH1P1	ENSG00000232273.1	0	0	2	2	1	3
RP3-423B22.5	ENSG00000237749.3	21	27	29	35	15	27
DNALI1	ENSG00000163879.9	28	11	26	12	59	68
GNL2	ENSG00000134697.8	8157	9149	12589	10671	15510	11061
RSPO1	ENSG00000169218.9	0	0	0	0	2	0
C1orf109	ENSG00000116922.10	3070	3016	3366	2943	3427	2820
CDCA8	ENSG00000134690.6	9790	8538	9341	8651	4671	7394
EPHA10	ENSG00000183317.12	1	2	0	0	0	0
MANEAL	ENSG00000185090.10	34	16	10	30	2	3
YRDC	ENSG00000196449.3	1773	1512	1945	1742	943	969
C1orf122	ENSG00000197982.12	1312	1011	816	879	553	587
MTF1	ENSG00000188786.9	361	546	1210	1014	351	623
RP11-109P14.8	ENSG00000235673.1	0	0	2	1	0	0
INPP5B	ENSG00000204084.8	2727	3262	3113	3564	1604	2530
SF3A3	ENSG00000183431.7	17344	17044	22689	18900	24830	18419
RNU6-510P	ENSG00000212541.1	7	6	3	5	5	2
FHL3	ENSG00000183386.5	2105	2197	1474	1976	394	1099
UTP11L	ENSG00000183520.7	8531	7404	10039	8812	13859	8351
POU3F1	ENSG00000185668.5	0	4	0	1	0	1
RP11-334L9.1	ENSG00000215895.4	635	470	832	429	842	496
RRAGC	ENSG00000116954.7	1743	1177	778	1136	825	431
RP5-864K19.4	ENSG00000228436.2	18	19	19	21	23	34
MYCBP	ENSG00000214114.4	2711	2093	2669	3956	2827	1704
GJA9	ENSG00000131233.8	0	0	0	0	1	1
RHBDL2	ENSG00000158315.6	1	0	5	6	4	4
AKIRIN1	ENSG00000174574.11	6221	4942	5614	5938	1447	2748
NDUFS5	ENSG00000168653.6	16606	16841	14940	14741	23193	16218
MACF1	ENSG00000127603.19	3998	5661	6192	6544	5611	6874
RP11-416A14.1	ENSG00000270040.1	13	3	7	10	11	10
RP11-420K8.1	ENSG00000226438.1	3	5	13	10	9	10
RP11-420K8.2	ENSG00000217897.2	4	21	9	13	14	6
KIAA0754	ENSG00000255103.1	143	98	102	74	94	103
BMP8A	ENSG00000183682.7	7	10	5	7	2	3
OXCT2P1	ENSG00000237624.1	3	0	2	0	1	3
RP11-69E11.4	ENSG00000182109.3	69	81	34	53	24	62
PPIEL	ENSG00000243970.1	28	17	19	20	25	33
PABPC4	ENSG00000090621.9	2608	2312	2263	2371	2225	2401
RP11-69E11.8	ENSG00000228060.1	1	1	2	3	0	0
SNORA55	ENSG00000201457.1	0	1	2	2	0	0
HEYL	ENSG00000163909.6	61	57	18	44	15	21
HPCAL4	ENSG00000116983.8	0	0	0	0	0	1
PPIE	ENSG00000084072.12	4942	4809	5173	4219	10007	9707
RP1-144F13.4	ENSG00000225333.5	2	1	5	6	8	10
BMP8B	ENSG00000116985.6	44	83	27	40	59	78
OXCT2	ENSG00000198754.5	1	4	3	4	4	10
RP1-118J21.25	ENSG00000261798.1	6	7	6	11	6	12
TRIT1	ENSG00000043514.11	2336	2646	2442	2763	2507	2725
Y_RNA	ENSG00000202222.1	5	7	9	9	0	6
MYCL	ENSG00000116990.9	13	23	15	3	2	15
RP1-118J21.5	ENSG00000236546.1	0	1	1	2	0	0
MFSD2A	ENSG00000168389.13	352	334	279	436	32	80
RP3-342P20.2	ENSG00000228477.1	29	42	34	24	7	22
CAP1	ENSG00000131236.12	29978	30791	19916	26599	17810	19591
PPT1	ENSG00000131238.12	27522	24021	30036	24475	52240	34500
RP11-115D7.3	ENSG00000226745.2	1	0	0	0	0	0
RLF	ENSG00000117000.8	1143	1440	1557	1993	4744	2697
TMCO2	ENSG00000188800.5	3	0	0	0	0	0
RP1-39G22.7	ENSG00000259943.1	588	474	492	594	388	500
ZMPSTE24	ENSG00000084073.4	9524	6287	10670	9477	12363	5284
RP1-39G22.4	ENSG00000231296.1	9	7	8	8	5	0
COL9A2	ENSG00000049089.9	543	426	78	119	32	112
RP1-228H13.1	ENSG00000227311.2	1	1	0	1	0	2
SMAP2	ENSG00000084070.7	6789	7518	4777	5748	908	4059
ZFP69B	ENSG00000187801.10	234	144	233	278	250	156
RP1-228H13.5	ENSG00000260920.1	332	173	129	165	313	267
ZFP69	ENSG00000187815.5	800	789	1053	1073	950	908
RP11-656D10.3	ENSG00000238287.1	23	28	29	27	32	34
EXO5	ENSG00000164002.7	349	355	310	305	337	299
RP11-656D10.6	ENSG00000238186.1	19	19	10	32	18	15
