 Ensembl 	HGNC	N1H1_Pool_1	N1H1_Pool_2	N1H1_Pool_3	P1A8_Pool_1	P1A8_Pool_2	P1A8_Pool_3
ENSG00000024048	UBR2	1371	1335	1355	1414	1661	1962
ENSG00000024422	EHD2	2226	2281	2001	3598	3617	4092
ENSG00000024526	DEPDC1	3184.96	2670.97	2750.89	2562.91	2621.81	3108.86
ENSG00000024862	CCDC28A	810	890	610	492	540.42	712
ENSG00000025039	RRAGD	3154	2870	2381	410	426	453
ENSG00000025156	HSF2	1135	927	959	962	935	1196
ENSG00000025293	PHF20	2171	1816	1951	1558	1708	1903
ENSG00000025423	HSD17B6	31	21.04	13	26.01	16	27
ENSG00000025434	NR1H3	223	229	230	223	200	241
ENSG00000025708	TYMP	3	3	2	43	29.11	37
ENSG00000025770	NCAPH2	1514	1565	1367	1744	1511	1900
ENSG00000025772	TOMM34	2123	1687	1873	2034	1921	2283
ENSG00000025796	SEC63	4356.94	3739.95	3915.92	4152.91	4428.96	5094.94
ENSG00000025800	KPNA6	2641	2285	2456.53	2620.5	2683	3230
ENSG00000026025	VIM	47978.72	45718.5	37337.07	37884.29	36666.56	41082.76
ENSG00000026036	RTEL1	163.99	239.59	205.59	555.1	434.23	550.37
ENSG00000026103	FAS	965.02	691.01	853.02	1804.73	1826.61	1974.71
ENSG00000026297	RNASET2	5323	5738.66	4479	869	838	889
ENSG00000026508	CD44	3413	2794.96	3194	8139	8358	9941
ENSG00000026559	KCNG1	0	0	0	0	0	0
ENSG00000026652	AGPAT4	854	757	903	550	621	673
ENSG00000026751	SLAMF7	3	2	1	4	2	1
ENSG00000026950	BTN3A1	994.16	1078.68	942.07	2912.65	3006.01	3189.37
ENSG00000027001	MIPEP	387	306	362	462	465	522
ENSG00000027075	PRKCH	22	20	26	13	17	12
ENSG00000027644	INSRR	3	12	4	0	0	0
ENSG00000027697	IFNGR1	1293	992	1130	2609	2614	3367
ENSG00000027847	B4GALT7	863	753	776	568	523	614
ENSG00000027869	SH2D2A	1	0	5	5	2	7
ENSG00000028116	VRK2	581.27	494.86	625.9	720.69	750.12	922.93
ENSG00000028137	TNFRSF1B	7	4	9	122	135	159
ENSG00000028203	VEZT	2654	2257	2219	2895	3099	3590
ENSG00000028277	POU2F2	17	19	15	26	46	42
ENSG00000028310	BRD9	819.68	775	770	740	789	868
ENSG00000028528	SNX1	4205	3709	3911.91	4608	4789	5285
ENSG00000028839	TBPL1	472.43	384.53	446.14	624.45	652.22	847.89
ENSG00000029153	ARNTL2	966	693	883	575	669	773
ENSG00000029363	BCLAF1	8552	7450	7824	8263	9088	11719
ENSG00000029364	SLC39A9	2718	2555.01	2277.01	2837.01	2948.01	3383.01
ENSG00000029534	ANK1	20	14	14	907	1052.81	1198
ENSG00000029559	IBSP	0	0	0	0	0	0
ENSG00000029639	TFB1M	452	412	417	692.94	679	881
ENSG00000029725	RABEP1	3742.82	3224.98	3387.24	2683.54	2725.27	3334.1
ENSG00000029993	HMGB3	1588	1230	1370	2830	2776	3076
ENSG00000030066	NUP160	2790	2560	2584	2793	2945	3821
ENSG00000030110	BAK1	1028	759	974	1123	1117.97	1354
ENSG00000030304	MUSK	0	0	0	0	1	0
ENSG00000030419	IKZF2	305	259	290	599	676	930
ENSG00000030582	GRN	10140	9334.22	9276	13102	13007	14679
ENSG00000031003	FAM13B	1828.8	1924.53	1677.48	2081.78	2259.62	2479.59
ENSG00000031081	ARHGAP31	1083	856	1115	654	724	879
ENSG00000031544	NR2E3	0	4	0	2	4	5
ENSG00000031691	CENPQ	1249	1058	947	1243.02	1177	1394
ENSG00000031698	SARS	4677	4070	4098	3852	3812	4420
ENSG00000031823	RANBP3	1280	1103	1165	1648	1568	1839
ENSG00000032219	ARID4A	1340	1019	937	1060	1181	1401
ENSG00000032389	TSSC1	571	516	483	701	660	767
ENSG00000032444	PNPLA6	1688.27	1537.51	1683.92	1784.71	1928.5	2221.19
ENSG00000032742	IFT88	491	480	481	686	632	803
ENSG00000033011	ALG1	621.15	570.87	560.06	664.93	613.61	752.76
ENSG00000033030	ZCCHC8	1129	1047	1054	1122	1153	1293
ENSG00000033050	ABCF2	1568	1085	1479	1737	1757	2074
ENSG00000033100	CHPF2	1603	1235	1718	1556	1622	1717
ENSG00000033122	LRRC7	19	16	12	45	48	48
ENSG00000033170	FUT8	1495	1313	1866	1832	2009	2362
ENSG00000033178	UBA6	3855	3319	3472	3000	3173	4126
ENSG00000033327	GAB2	1409	1163	1247	1713	1839	1849
ENSG00000033627	ATP6V0A1	1744	1636	1773	1918	2077	2272
ENSG00000033800	PIAS1	1038	919	837	884	904	997
ENSG00000033867	SLC4A7	1688	1315	1703	1276	1550	1900
ENSG00000034053	APBA2	439	540	291	1	0	0
ENSG00000034063	UHRF1	1532.73	1274	1316.05	1451.44	1485.18	1778.5
ENSG00000034152	MAP2K3	526	463	497	611	637	671
ENSG00000034239	EFCAB1	0	0	0	0	0	0
ENSG00000034510	TMSB10	61336	59661	51681	34416	32335	37502
ENSG00000034533	ASTE1	268.13	201.2	267.42	310.34	332.81	352.49
ENSG00000034677	RNF19A	2458.97	1903	1908	2521.81	2584.89	3057
ENSG00000034693	PEX3	968	756	730	961	981	1188
ENSG00000034713	GABARAPL2	3005	2450	2574.01	3611	3256	4283
ENSG00000034971	MYOC	0	0	0	0	0	0
ENSG00000035115	SH3YL1	450	479	413	437	493	575.68
ENSG00000035141	FAM136A	1771	1607.8	1852	2009	1916	2452
ENSG00000035403	VCL	9076	8166	9033	8085	8841	10167.47
ENSG00000035499	DEPDC1B	921	778	818	898	939	1087
ENSG00000035664	DAPK2	87	121	82	37	65	58
ENSG00000035681	NSMAF	888	672	805	860	875	1061
ENSG00000035687	ADSS	1929	1369	1874	2492	2385	3152
ENSG00000035720	STAP1	0	0	0	0	1	4
ENSG00000035862	TIMP2	15675.01	13576	13780	17495	18403	20746.97
ENSG00000035928	RFC1	5365	4733	4686	4146	4398.88	5227
ENSG00000036054	TBC1D23	1752	1461	1487	1553	1647	1865
ENSG00000036257	CUL3	2263	1806	2121	3271	3061	3815
ENSG00000036448	MYOM2	55	62	50	94	95	105
ENSG00000036473	OTC	0	0	0	0	0	0
ENSG00000036530	CYP46A1	20	9	23	2	4	3
ENSG00000036549	ZZZ3	3844	3525	3222	2874	2866	3580
ENSG00000036565	SLC18A1	0	0	0	0	0	0
ENSG00000036672	USP2	73	59	75	661	573	735
ENSG00000036828	CASR	1	0	0	0	0	0
ENSG00000037042	TUBG2	545	558	512.24	528	483	486.2
ENSG00000037241	RPL26L1	740	587	604	836	719	958
ENSG00000037280	FLT4	11	17	13	18	12	11
ENSG00000037474	NSUN2	1763	1393	1739	1926	1777	2090
ENSG00000037637	FBXO42	1883	1902	1915	1395	1461	1736
ENSG00000037749	MFAP3	3099	2564	2653	2963.16	3056	3741
ENSG00000037757	MRI1	967.51	1058	1030	705	705.74	703.53
ENSG00000037897	METTL1	213.66	225.03	271.17	295.18	248.89	310.22
ENSG00000037965	HOXC8	68	48	77	52	71	82
ENSG00000038002	AGA	1338	1086	1202	1860	1807	2215
ENSG00000038210	PI4K2B	2027	1468	1650	2914	2869	3639
ENSG00000038219	BOD1L	2892	2591	2454	2054	2498	3245
ENSG00000038274	MAT2B	4056	3345	3572	4697	4675	5685
ENSG00000038295	TLL1	48	62	48	176	229	267
ENSG00000038358	EDC4	3678.47	3566.94	3328.22	3321.62	3329.33	3391.39
ENSG00000038382	TRIO	5814	5333	6222	2417	2970	3292
ENSG00000038427	VCAN	11941.37	10220	11400	16309	20006	28095.1
ENSG00000038532	CLEC16A	1309	1138	1513	1168	1341	1677
ENSG00000038945	MSR1	376	362	273	457	536	610
ENSG00000039068	CDH1	20	18	17	276	304	365
ENSG00000039123	SKIV2L2	3183.65	3057.17	2930.54	2929.06	3009.55	3566.66
ENSG00000039139	DNAH5	12	8	12	16	30	18
ENSG00000039319	ZFYVE16	4506	3843	4034	3654	4072	4959
ENSG00000039523	FAM65A	3683	3409	3318	2587	2814	2871
ENSG00000039537	C6	0	0	0	0	1	0
ENSG00000039560	RAI14	4688	4031	4589	6797	7347	8790
ENSG00000039600	SOX30	6	8	3	3	4	3
ENSG00000039650	PNKP	683	699	670	736	739	824
ENSG00000039987	BEST2	4	1	2	5	2	2
ENSG00000040199	PHLPP2	1722.66	1067.32	1344	2621.46	2993.9	3475.14
ENSG00000040275	CCDC99	2421	1985	2194	3975	4035	4561
ENSG00000040341	STAU2	2858.39	2354.96	2926	2613.56	2778.9	3109
ENSG00000040487	PQLC2	408	347	399	365	368	421
ENSG00000040531	CTNS	631	558	662	711	740	853
ENSG00000040608	RTN4R	179	161	135	157	103	175
ENSG00000040633	PHF23	1185	831	1064	1308	1292	1364
ENSG00000040731	CDH10	1	3	3	111	97	138
ENSG00000040933	INPP4A	902	776	958	1525	1602	1809
ENSG00000041353	RAB27B	587	364	437	429	430	562
ENSG00000041357	PSMA4	3670	3037	3288	5046	4629	5912
ENSG00000041515	MYO16	2	2	1	1	0	0
ENSG00000041802	LSG1	1146	926	1072	1268	1198	1485
ENSG00000041880	PARP3	524	531	541	626	613	756
ENSG00000041982	TNC	10061	9777	9373	17144	19840	25873
ENSG00000041988	THAP3	315.75	272.76	288.26	316.29	308.74	367.12
ENSG00000042062	FAM65C	407	415	429	12	8	8
ENSG00000042088	TDP1	1044	987	1095	1254	1361	1520
ENSG00000042286	AIFM2	137	116	130	438	483	508
ENSG00000042304	C2orf83	0	0	0	0	0	0
ENSG00000042317	SPATA7	214	186	148	216.02	220	240.2
ENSG00000042429	MED17	1052	829.93	907	1149	1178	1357
ENSG00000042445	RETSAT	1049	824.97	899	1548	1618.98	1749
ENSG00000042493	CAPG	5014	3979	4068	5878	6119	6858
ENSG00000042753	AP2S1	2383	2145	2156	2394	2133	2536
ENSG00000042781	USH2A	4	1	1	7	1	0
ENSG00000042813	ZPBP	0	0	0	0	0	0
ENSG00000042832	TG	19	25	28	64	83	75
ENSG00000042980	ADAM28	22	24	17	20	27	19
ENSG00000043039	BARX2	0	0	1	0	0	0
ENSG00000043093	DCUN1D1	1954	1303	1602	2256	2176	2594
ENSG00000043143	PHF15	1060	840	968	1656	1765	2039
ENSG00000043355	ZIC2	16	27	8	8	10	11
ENSG00000043462	LCP2	0	0	0	0	0	0
ENSG00000043514	TRIT1	926	884	960	715	610	777
ENSG00000043591	ADRB1	0	0	0	2	4	4
ENSG00000044012	GUCA2B	0	0	0	0	0	0
ENSG00000044090	CUL7	1404.99	1551.93	1362.97	1401	1635.98	1647
ENSG00000044115	CTNNA1	19857	16842	17596	14067	14692	17226
ENSG00000044446	PHKA2	636	797	710	541	590.65	564
ENSG00000044459	CNTLN	2283	1958	2201	1267	1218	1423
ENSG00000044524	EPHA3	155	193	119	2087	2181	2660
ENSG00000044574	HSPA5	27685.08	24985	18646	27165	26185	35000
ENSG00000046604	DSG2	7177	5888.99	5321	3702	4012	4569
ENSG00000046647	GEMIN8	398	386	356	457	373	498
ENSG00000046651	OFD1	932	1074	963	823	828	944
ENSG00000046653	GPM6B	20	25	22	17	22	24
ENSG00000046774	MAGEC2	0	0	0	0	0	0
ENSG00000046889	PREX2	6	9	10	55	62	64
ENSG00000047056	WDR37	707	606	549	547	668	709
ENSG00000047188	YTHDC2	1704	1531	1792	1864	1904	2375
ENSG00000047230	CTPS2	681	613	706	835	829	1025
ENSG00000047249	ATP6V1H	1968	1692	1782	1501	1498	1752
ENSG00000047315	POLR2B	4593.88	3969.47	4261.47	4831.06	5062.45	5847.71
ENSG00000047346	FAM214A	1429	1236	1295	1279	1476	1772
ENSG00000047365	ARAP2	1160	920	1170	859	948	1140
ENSG00000047410	TPR	7716.99	7347.96	6591	6097	6864.99	8465
ENSG00000047457	CP	96.39	111.7	91.56	4583.24	5177.98	5788.81
ENSG00000047578	KIAA0556	478	428	509	476	558	610
ENSG00000047579	DTNBP1	276	224	269	369	390	452
ENSG00000047597	XK	0	2	0	4	6	2
ENSG00000047617	ANO2	0	1	0	1	1	1
ENSG00000047621	C12orf4	1050	923	935	1310	1319	1499
ENSG00000047634	SCML1	1488	1248	1235	898	926	891
ENSG00000047644	WWC3	1314	1123	1441	1508	1643	1939
ENSG00000047648	ARHGAP6	159	141	148	12	14	9
ENSG00000047662	FAM184B	0	0	0	1.23	0	0
ENSG00000047849	MAP4	8344	7459.56	8070	6330	6789	7920
ENSG00000047932	GOPC	2687	2346	2425	2502	2571	3102
ENSG00000047936	ROS1	0	0	0	0	0	0
ENSG00000048028	USP28	2569	2406	2319	1776	1972	2194
ENSG00000048052	HDAC9	923	839	636	1332	1546	1984
ENSG00000048140	TSPAN17	884	660	916	1448	1519	1840
ENSG00000048162	NOP16	316.85	285.92	283.72	337.6	280.91	391.97
ENSG00000048342	CC2D2A	411	414	350	662	704	918
ENSG00000048392	RRM2B	3067	2342	2689	3458	3856	4578
ENSG00000048405	ZNF800	685	503	590	557	635	713
ENSG00000048462	TNFRSF17	1	0	0	0	1	1
ENSG00000048471	SNX29	701	560	855	607	729	895
ENSG00000048540	LMO3	17	4	5	35	59	94
ENSG00000048544	MRPS10	1637	1212	1502	2512	2319	2664
ENSG00000048545	GUCA1A	1	0	1	0	0	0
ENSG00000048649	RSF1	4013.55	3603	3124.3	2792.29	3452.24	4103.43
ENSG00000048707	VPS13D	1472	1278	1652	1364	1891	2617
ENSG00000048740	CELF2	60	61	36	1190	1478	1501
ENSG00000048828	FAM120A	5443.39	4589.45	5379.69	6210.69	6871.58	8127.65
ENSG00000048991	R3HDM1	1498	1219	1577	1196	1289	1456
ENSG00000049089	COL9A2	220	237	213	149	127	151
ENSG00000049130	KITLG	562	365	387	1645	1656	1897
ENSG00000049167	ERCC8	367.85	332.39	329.61	361.23	387.35	436.72
ENSG00000049192	ADAMTS6	79	80	75	75	80	93
ENSG00000049239	H6PD	3600	3064	3087	2653	2991.4	3222
ENSG00000049245	VAMP3	4385	3777	3892	3096	3153	3714
ENSG00000049246	PER3	2214.91	1897	2105	1324.11	1354.97	1578.86
ENSG00000049247	UTS2	0	0	0	1.87	1	1
ENSG00000049249	TNFRSF9	313	305	279	52	46	69
ENSG00000049283	EPN3	6	6	4	11	7	15
ENSG00000049319	SRD5A2	0	0	0	45	35	31
ENSG00000049323	LTBP1	124	154	135	570	595	756
ENSG00000049449	RCN1	5419	4654	5528	5505	5640	6991
ENSG00000049540	ELN	2	4	3	0	1	0
ENSG00000049541	RFC2	2380	2230	2177	2283	2173	2695
ENSG00000049618	ARID1B	2044	1946	2087	1563	1866	2233
ENSG00000049656	CLPTM1L	2624	2233	2552	1939	1967	2421
ENSG00000049759	NEDD4L	3476.04	3181	2999	2077	2380	2883
ENSG00000049768	FOXP3	0	1	4	7	5	6
ENSG00000049769	PPP1R3F	53	44	69	43	35	70
ENSG00000049860	HEXB	4707.12	3590.1	3699.35	4641.69	4577.64	5662.32
ENSG00000049883	PTCD2	349	256	305	381	381	387
ENSG00000050030	KIAA2022	2	0	1	2	2	0
ENSG00000050130	JKAMP	2114	1881	1862	1956	1932	2403
ENSG00000050165	DKK3	4582	3765	3734	3382	3637	4036
ENSG00000050327	ARHGEF5	364.01	258.13	267.84	286.4	351.78	365.53
ENSG00000050344	NFE2L3	1337	1061	1245	2837	2950	3621
ENSG00000050393	CCDC90A	1473	1228	1434	1673	1785	2081
ENSG00000050405	LIMA1	5109	4259	4765	4719	4779	5967
ENSG00000050426	LETMD1	997	1014	873	1007	961	1058
ENSG00000050438	SLC4A8	216	207	220	477	528	596
ENSG00000050555	LAMC3	3	0	1	2	3	2
ENSG00000050628	PTGER3	1	6	2	0	0	0
ENSG00000050730	TNIP3	0	0	0	0	0	0
ENSG00000050748	MAPK9	1481	1177	1486	1273	1218	1553
ENSG00000050767	COL23A1	21	25	22	9	14	11
ENSG00000050820	BCAR1	2725	2048	2203	3057	2719	3333
ENSG00000051009	FAM160A2	907	1161	764	694	748.99	756
ENSG00000051108	HERPUD1	4729	4116	3319	7168	6356	7948
ENSG00000051128	HOMER3	877.4	663.7	714.48	792.79	675.9	847.78
ENSG00000051180	RAD51	562	457	437	831	786	959
ENSG00000051341	POLQ	862	812	799	881	916	1148
ENSG00000051382	PIK3CB	2179	1852	1947	1474	1547.99	1779
ENSG00000051523	CYBA	1917	1681	1665	531	466	510
ENSG00000051596	THOC3	835.07	723	623	454	404	532
ENSG00000051620	HEBP2	881	640	681	609	586	712
ENSG00000051825	MPHOSPH9	1413	1367	1188	1399	1628	1876
ENSG00000052126	PLEKHA5	1594	1457	1706	2423	2492	2811
ENSG00000052344	PRSS8	38	26	22	3	5	6
ENSG00000052723	SIKE1	2310	1882	2073	2711	2891	3398
ENSG00000052749	RRP12	434.73	416.8	484	439.76	427	514
ENSG00000052795	FNIP2	1751	1534	1503	945	1125	1421
ENSG00000052802	MSMO1	13255	10667	11458	10711	11354	12767
ENSG00000052841	TTC17	3306	3319	3042	2727	2990.35	3217
ENSG00000052850	ALX4	0	3	0	0	0	0
ENSG00000053108	FSTL4	0	0	0	1	4	3
ENSG00000053254	FOXN3	8771	7842	6796	3832	4406	5247
ENSG00000053328	METTL24	0	0	0	0	0	0
ENSG00000053371	AKR7A2	1537	1488	1301	1340	1348	1623
ENSG00000053372	MRTO4	901	812	936	1119	1006	1192
ENSG00000053438	NNAT	4	6	7	9	6	6
ENSG00000053501	USE1	293	306	267	193	187	176
ENSG00000053524	MCF2L2	8	3	2.95	26.57	18.3	22
ENSG00000053702	NRIP2	71	60	66	51	58	47
ENSG00000053747	LAMA3	2694	2733	2463	1513	1950	1948
ENSG00000053770	AP5M1	1429	1088	1474	1697	1744	2150
ENSG00000053900	ANAPC4	789	794	731	971	927	1175
ENSG00000053918	KCNQ1	19	13	14	2	2	2
ENSG00000054116	TRAPPC3	1299	1078	1229	1594.99	1409	1933
ENSG00000054118	THRAP3	5944	5430	5547	5177	5694	6858
ENSG00000054148	PHPT1	1541	1593	1263	1621	1584	1699
ENSG00000054179	ENTPD2	35	29	35	332	339	342
ENSG00000054219	LY75	11	9.11	11.29	1197.16	1506.95	1792.44
ENSG00000054267	ARID4B	2385.35	2080.53	1956.06	2223.05	2447.5	2639.12
ENSG00000054277	OPN3	953.68	850.56	797.26	840.32	847.4	1046.93
ENSG00000054282	SDCCAG8	457	415	436	450	436	587
ENSG00000054356	PTPRN	54	67.05	44	1	5	6
ENSG00000054392	HHAT	647	596	573	497	497	601
ENSG00000054523	KIF1B	3119.53	2301.69	2670.04	1981.83	2047	2682
ENSG00000054598	FOXC1	58	33	60	82	93	83
ENSG00000054611	TBC1D22A	616	614	485	619	600	663
ENSG00000054654	SYNE2	5380	4674	4934	4162	6265	9252
ENSG00000054690	PLEKHH1	595.08	857.51	494.5	271.42	301.2	266.06
ENSG00000054793	ATP9A	560	518	578	297	330	354
ENSG00000054796	SPO11	0	0	0	0	0	0
ENSG00000054803	CBLN4	0	0	0	0	0	0
ENSG00000054938	CHRDL2	0	0	0	0	0	0
ENSG00000054965	FAM168A	4456.69	4315	3664	3613	3948	4504
ENSG00000054967	RELT	859.4	752	784	610.93	681.61	725
ENSG00000054983	GALC	1411	1296	1086	914	860	1087
ENSG00000055044	NOP58	1981	1776	1825	2193	2260	2726
ENSG00000055070	C1orf144	7061.53	5986.46	6124.2	7610	7795.82	8667.37
ENSG00000055118	KCNH2	8	16	10	1	0	2
ENSG00000055130	CUL1	2160	1680	2056.74	2357.93	2410.42	2816
ENSG00000055147	FAM114A2	962	795	898	974	999	1243
ENSG00000055163	CYFIP2	418	423	390	1498	1555	1697
ENSG00000055208	TAB2	5800	4783	4665	3506	3664	4213
ENSG00000055211	C6orf72	3259	2575	2996	3722	3525	4373
ENSG00000055332	EIF2AK2	3311	2602	2798	7751.91	9345.68	11763
ENSG00000055483	USP36	1221	1347	1357	956	1125	964
ENSG00000055609	MLL3	3149	2666	2852	1414	1900	2623
ENSG00000055732	MCOLN3	432	563	505	296	353	294
ENSG00000055813	CCDC85A	0	2	1	0	0	2.12
ENSG00000055917	PUM2	7520	5934	6445	5402	5568	6959
ENSG00000055950	MRPL43	1100.69	938.8	964	1094.39	994.63	1314.19
ENSG00000055955	ITIH4	23.03	26.59	29.51	18.06	45.47	12.05
ENSG00000055957	ITIH1	0	0	0	0	0	0
ENSG00000056050	C4orf27	1122	821	993	1323	1150	1601
ENSG00000056097	ZFR	4680	3666	4092	4140	4241	5074
ENSG00000056277	ZNF280C	214	196	205	179	223	259
ENSG00000056291	NPFFR2	6	2	5	9	8	5
ENSG00000056487	PHF21B	0	0	0	0	2	1
ENSG00000056558	TRAF1	50	49	53	120	102	103
ENSG00000056586	RC3H2	4837	3682	3539	2989	3201	4198
ENSG00000056661	PCGF2	699.36	663.62	719.96	1053.11	1068.19	1164.27
ENSG00000056736	IL17RB	82	102	106	94	91	102
ENSG00000056972	TRAF3IP2	345	312	319	410	437	462
ENSG00000056998	GYG2	163	185	200	219	256	284
ENSG00000057019	DCBLD2	37243	32616	35260	33806	37135	43694.95
ENSG00000057149	SERPINB3	0	0	0	0	0	0
ENSG00000057252	SOAT1	3314	2643	2688	2463	2528	3363.98
ENSG00000057294	PKP2	166	150	134	413	404	494
ENSG00000057468	MSH4	1	1	2	0	0	2
ENSG00000057593	F7	0	0	0	0	0	0
ENSG00000057608	GDI2	8719	7099	7470	9465	9104	11259
ENSG00000057657	PRDM1	0	0	2	2	6	1
ENSG00000057663	ATG5	1551	1157	1413	1835	1772	2018
ENSG00000057704	TMCC3	682	531	559	1335	1401	1693
ENSG00000057757	PITHD1	1322	1083	1037	1036	963	1200
ENSG00000057935	MTA3	1738	1740	1586	1418	1556	1725
ENSG00000058056	USP13	1768	1440	1728	2213	2404	2927
ENSG00000058063	ATP11B	5150.75	4731.36	4225.1	3297.77	3641.95	4288.68
ENSG00000058085	LAMC2	625	663	612	4912	5701	6814
ENSG00000058091	CDK14	1490	1339	1468	218	244	347
ENSG00000058262	SEC61A1	8007.98	6321.49	7426.93	8000.91	8182.8	9684.99
ENSG00000058272	PPP1R12A	3584.48	3319.67	3222.27	2908.68	3169.5	3815.85
ENSG00000058335	RASGRF1	198.8	183.69	255.36	134	126.87	146
ENSG00000058404	CAMK2B	72	106	96	34	64	42
ENSG00000058453	CROCC	329	401	270	350.99	323	406
ENSG00000058600	POLR3E	670	457	689	621	599	718
ENSG00000058668	ATP2B4	3272	3160	3096	1778	2067	2354
ENSG00000058673	ZC3H11A	6481.89	5908.4	6133.78	5657.75	5898.18	7064.96
ENSG00000058729	RIOK2	988	809	794	939	902	1170
ENSG00000058799	YIPF1	276	192	293	389	388	433
ENSG00000058804	TMEM48	3080.27	2571	2679	3458	3409	4564
ENSG00000058866	DGKG	5	4	7	0	0	0
ENSG00000059122	FLYWCH1	1006	1022	829	832	753	849
ENSG00000059145	UNKL	459	421.08	382.09	435	433.2	496.1
ENSG00000059377	TBXAS1	18	8	15	17	28	32
ENSG00000059378	PARP12	627	510	634	1632	1806	2257
ENSG00000059573	ALDH18A1	4357	4140	3984	3832	4011	4504
ENSG00000059588	TARBP1	549	718	712	762	879	819
ENSG00000059691	PET112	772.12	705.24	686.89	670.33	705.39	778.63
ENSG00000059728	MXD1	1423	1479	1213	341	303.02	399
ENSG00000059758	CDK17	2124	1821	1931	1531	1689	2014
ENSG00000059769	DNAJC25	561.09	561.39	565.19	533.73	517.78	690.08
ENSG00000059804	SLC2A3	13793	14088.99	10779	2336	2078	2412
ENSG00000059915	PSD	154	131.34	118.36	12.25	17.41	20.35
ENSG00000060069	CTDP1	660	595	535	550	514	635
ENSG00000060138	CSDA	6282	6476	6147.09	4415	4569	4913
ENSG00000060140	STYK1	18	10	11	42	62	51
ENSG00000060237	WNK1	8065	6544	7119	5729	6874	8613
ENSG00000060303	RPS17P5	0	0	0	0	0	0
ENSG00000060339	CCAR1	3021	2513	3064	2942	2959	3757
ENSG00000060491	OGFR	809	800	706	1844	1760	2089
ENSG00000060558	GNA15	0	0	0	1	3	1
ENSG00000060566	CREB3L3	0	0	0	0	0	0
ENSG00000060642	PIGV	218	182	205	439	487	515.99
ENSG00000060656	PTPRU	649	741	445	503	562	650
ENSG00000060688	SNRNP40	1229	983	1025	1565	1460	1722
ENSG00000060709	RIMBP2	0	0	0	0	0	0
ENSG00000060718	COL11A1	8	7	6	3	0	0
ENSG00000060749	QSER1	3533	2653	2737	2027	2422	3282
ENSG00000060762	BRP44L	416	348	375	362	292	436
ENSG00000060971	ACAA1	597.85	525.3	618	618	562.82	738.69
ENSG00000060982	BCAT1	1465	1205	1186	2158	2235	3123
ENSG00000061273	HDAC7	2088.38	1837.6	2046.25	3110.88	3129.76	3287.66
ENSG00000061337	LZTS1	20	14	9	59	66	60
ENSG00000061455	PRDM6	11	15	17	11	22	12
ENSG00000061492	WNT8A	0	0	0	0	0	0
ENSG00000061656	SPAG4	1040	1186	774	434	473	392
ENSG00000061676	NCKAP1	10129	8216	9147	8505	9079	11924
ENSG00000061794	MRPS35	2271	1769	1991	2066	1976	2470
ENSG00000061918	GUCY1B3	608	432	549	511	537	747
ENSG00000061936	SFSWAP	1278	1325	1148	1013	993	1184
ENSG00000061938	TNK2	455	433.96	469.98	507.89	487.9	484
ENSG00000061987	MON2	2116	1967	1819	1660	1889	2157
ENSG00000062038	CDH3	888	974	813	5548	5575	6130
ENSG00000062096	ARSF	0	0	0	0	0	0
ENSG00000062194	GPBP1	4827	4335.28	4190	4031	4341	5162
ENSG00000062282	DGAT2	5	7	3	7	10	15
ENSG00000062370	ZNF285	311	263	348	461	514	625
ENSG00000062485	CS	4975.95	4120	4604	5326.94	5285.91	6236
ENSG00000062524	LTK	0	3	1	3	1	1
ENSG00000062582	MRPS24	890.75	835	759	716.79	601.98	789
ENSG00000062598	ELMO2	816	572	789	1170	1157	1370
ENSG00000062650	WAPAL	2945	2335	2570	2818	3023	3617
ENSG00000062716	VMP1	4830	5127	5480	4041	3869	4116
ENSG00000062725	APPBP2	2387	2119	1837	2422.32	2480	2723
ENSG00000062822	POLD1	1461.86	1480	1327	1452.79	1346	1656
ENSG00000063015	SEZ6	0	0	0	1	1	3
ENSG00000063046	EIF4B	18735	17159.66	14684.72	11520.74	12376.96	13334.74
ENSG00000063127	SLC6A16	5	11	5	0	2	4
ENSG00000063169	GLTSCR1	155	133	133	161	170	181
ENSG00000063176	SPHK2	235.82	237.54	203.7	358.14	361.83	401.26
ENSG00000063177	RPL18	8311	8124	7710	7123	6638	7571.94
ENSG00000063180	CA11	1237	1429	1300	1477	1560	1733
ENSG00000063241	ISOC2	580	549	558	1009	750	1016
ENSG00000063244	U2AF2	5237	5006	4616	5228	5196	5943
ENSG00000063245	EPN1	1874	1680	1468	1595	1353	1686
ENSG00000063322	MED29	1887	1762	1700	2316	2199	2578
ENSG00000063438	AHRR	407	386	557	1249	1330	1366
ENSG00000063515	GSC2	0	0	0	0	0	0
ENSG00000063587	ZNF275	496	416	397	382	516	475
ENSG00000063601	MTMR1	1350	1139	1198	1562	1630	1875
ENSG00000063660	GPC1	2527	2268	2317	2228	2222	2552
ENSG00000063761	ADCK1	68	44	94	138	116	131
ENSG00000063854	HAGH	740.48	614.49	623.01	609.57	515	691.39
ENSG00000063978	RNF4	2629	2298	2188	2519	2713	3079
ENSG00000064012	CASP8	1615	1456	1566	1580	1643	1969
ENSG00000064042	LIMCH1	3159	2796	3132	9213	10419	12137
ENSG00000064102	ASUN	1641	1530	1460	1096	1218	1468
ENSG00000064115	TM7SF3	2206	1880	2067	2873	3099	3671
ENSG00000064195	DLX3	1	0	2	0	0	1
ENSG00000064199	SPA17	308	244.86	280	443	422	560.96
ENSG00000064201	TSPAN32	3	8	4	2	2	4
ENSG00000064205	WISP2	29	26	24	0	0	2
